timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1701897706657,5,Add User Access,200,OK,User Access 3-1,text,true,,192,275,1,3,http://127.0.0.1:5000/data/userAccess,5,0,0
1701897706659,4,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,516,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,4,0,1
1701897706661,3,Add Incident,200,OK,Add Medical Records 1-1,text,true,,192,389,1,3,http://127.0.0.1:5000/data/incident,3,0,0
1701897706663,5,Get Access Grants,200,OK,User Access 3-1,text,true,,916,170,1,3,http://127.0.0.1:5000/data/access/200100300,5,0,0
1701897706663,5,Get User Info,200,OK,Get Medical Records 2-1,text,true,,3128,355,1,3,http://127.0.0.1:5000/data/100200310,5,0,0
1701897706664,8,Add Drug,200,OK,Add Medical Records 1-1,text,true,,192,390,1,3,http://127.0.0.1:5000/data/drug,8,0,1
1701897706669,6,Add User Access,200,OK,User Access 3-1,text,true,,192,275,1,3,http://127.0.0.1:5000/data/userAccess,6,0,0
1701897706669,6,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,516,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,6,0,0
1701897706672,6,Add Allergy,200,OK,Add Medical Records 1-1,text,true,,192,363,1,3,http://127.0.0.1:5000/data/allergy,6,0,1
1701897706675,4,Get User Info,200,OK,Get Medical Records 2-1,text,true,,3499,355,1,3,http://127.0.0.1:5000/data/100200310,4,0,1
1701897706675,6,Get Access Grants,200,OK,User Access 3-1,text,true,,1022,170,1,3,http://127.0.0.1:5000/data/access/200100300,6,0,1
1701897706678,4,Add Appointment,200,OK,Add Medical Records 1-1,text,true,,192,362,1,3,http://127.0.0.1:5000/data/appointment,4,0,0
1701897706680,5,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,687,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,5,0,0
1701897706682,4,Add User Access,200,OK,User Access 3-1,text,true,,192,275,1,3,http://127.0.0.1:5000/data/userAccess,4,0,0
1701897706683,7,Add Surgery,200,OK,Add Medical Records 1-1,text,true,,192,430,1,3,http://127.0.0.1:5000/data/surgery,7,0,1
1701897706685,5,Get User Info,200,OK,Get Medical Records 2-1,text,true,,3903,355,1,3,http://127.0.0.1:5000/data/100200310,5,0,1
1701897706687,5,Get Access Grants,200,OK,User Access 3-1,text,true,,1128,170,1,3,http://127.0.0.1:5000/data/access/200100300,5,0,0
1701897706690,3,Add Injury,200,OK,Add Medical Records 1-1,text,true,,192,383,1,3,http://127.0.0.1:5000/data/injury,3,0,1
1701897706690,5,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,687,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,5,0,1
1701897706693,4,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,4,0,0
1701897706694,4,Add Incident,200,OK,Add Medical Records 1-1,text,true,,192,389,1,3,http://127.0.0.1:5000/data/incident,4,0,0
1701897706695,6,Get User Info,200,OK,Get Medical Records 2-1,text,true,,4293,355,1,3,http://127.0.0.1:5000/data/100200310,6,0,0
1701897706698,6,Get Access Grants,200,OK,User Access 3-1,text,true,,1236,170,1,3,http://127.0.0.1:5000/data/access/200100300,5,0,0
1701897706698,8,Add Drug,200,OK,Add Medical Records 1-1,text,true,,192,390,1,3,http://127.0.0.1:5000/data/drug,7,0,1
1701897706701,6,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,687,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,5,0,1
1701897706704,5,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,5,0,1
1701897706706,5,Add Allergy,200,OK,Add Medical Records 1-1,text,true,,192,363,1,3,http://127.0.0.1:5000/data/allergy,5,0,1
1701897706707,6,Get User Info,200,OK,Get Medical Records 2-1,text,true,,4664,355,1,3,http://127.0.0.1:5000/data/100200310,6,0,0
1701897706709,6,Get Access Grants,200,OK,User Access 3-1,text,true,,1343,170,1,3,http://127.0.0.1:5000/data/access/200100300,6,0,1
1701897706711,6,Add Appointment,200,OK,Add Medical Records 1-1,text,true,,192,362,1,3,http://127.0.0.1:5000/data/appointment,6,0,1
1701897706713,6,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,858,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,6,0,1
1701897706715,5,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,5,0,1
1701897706718,5,Add Surgery,200,OK,Add Medical Records 1-1,text,true,,192,430,1,3,http://127.0.0.1:5000/data/surgery,5,0,0
1701897706719,4,Get User Info,200,OK,Get Medical Records 2-1,text,true,,5068,355,1,3,http://127.0.0.1:5000/data/100200310,4,0,0
1701897706720,6,Get Access Grants,200,OK,User Access 3-1,text,true,,1450,170,1,3,http://127.0.0.1:5000/data/access/200100300,6,0,1
1701897706724,5,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,858,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,5,0,0
1701897706723,6,Add Injury,200,OK,Add Medical Records 1-1,text,true,,192,383,1,3,http://127.0.0.1:5000/data/injury,6,0,1
1701897706726,7,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,7,0,1
1701897706729,6,Get User Info,200,OK,Get Medical Records 2-1,text,true,,5260,355,1,3,http://127.0.0.1:5000/data/100200310,6,0,0
1701897706730,9,Add Incident,200,OK,Add Medical Records 1-1,text,true,,192,389,1,3,http://127.0.0.1:5000/data/incident,9,0,0
1701897706734,7,Get Access Grants,200,OK,User Access 3-1,text,true,,1557,170,1,3,http://127.0.0.1:5000/data/access/200100300,7,0,0
1701897706735,11,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,858,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,11,0,1
1701897706741,11,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,11,0,1
1701897706739,13,Add Drug,200,OK,Add Medical Records 1-1,text,true,,192,390,1,3,http://127.0.0.1:5000/data/drug,13,0,1
1701897706746,7,Get User Info,200,OK,Get Medical Records 2-1,text,true,,5651,355,1,3,http://127.0.0.1:5000/data/100200310,7,0,1
1701897706753,2,Add Allergy,200,OK,Add Medical Records 1-1,text,true,,192,363,1,3,http://127.0.0.1:5000/data/allergy,2,0,0
1701897706753,7,Get Access Grants,200,OK,User Access 3-1,text,true,,1664,170,1,3,http://127.0.0.1:5000/data/access/200100300,7,0,0
1701897706753,7,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,858,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,7,0,0
1701897706756,5,Add Appointment,200,OK,Add Medical Records 1-1,text,true,,192,362,1,3,http://127.0.0.1:5000/data/appointment,5,0,0
1701897706761,6,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,6,0,0
1701897706761,9,Get User Info,200,OK,Get Medical Records 2-1,text,true,,6000,355,1,3,http://127.0.0.1:5000/data/100200310,9,0,0
1701897706762,8,Add Surgery,200,OK,Add Medical Records 1-1,text,true,,192,430,1,3,http://127.0.0.1:5000/data/surgery,8,0,0
1701897706767,4,Get Access Grants,200,OK,User Access 3-1,text,true,,1771,170,1,3,http://127.0.0.1:5000/data/access/200100300,4,0,1
1701897706770,4,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1029,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,4,0,1
1701897706770,5,Add Injury,200,OK,Add Medical Records 1-1,text,true,,192,383,1,3,http://127.0.0.1:5000/data/injury,5,0,1
1701897706771,5,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,5,0,1
1701897706775,5,Get User Info,200,OK,Get Medical Records 2-1,text,true,,6425,355,1,3,http://127.0.0.1:5000/data/100200310,5,0,0
1701897706775,8,Add Incident,200,OK,Add Medical Records 1-1,text,true,,192,389,1,3,http://127.0.0.1:5000/data/incident,8,0,1
1701897706776,8,Get Access Grants,200,OK,User Access 3-1,text,true,,1878,170,1,3,http://127.0.0.1:5000/data/access/200100300,8,0,1
1701897706781,5,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1029,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,5,0,0
1701897706783,4,Add Drug,200,OK,Add Medical Records 1-1,text,true,,192,390,1,3,http://127.0.0.1:5000/data/drug,4,0,1
1701897706785,4,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,4,0,0
1701897706786,5,Get User Info,200,OK,Get Medical Records 2-1,text,true,,6816,355,1,3,http://127.0.0.1:5000/data/100200310,5,0,0
1701897706787,6,Add Allergy,200,OK,Add Medical Records 1-1,text,true,,192,363,1,3,http://127.0.0.1:5000/data/allergy,6,0,1
1701897706789,6,Get Access Grants,200,OK,User Access 3-1,text,true,,1985,170,1,3,http://127.0.0.1:5000/data/access/200100300,6,0,0
1701897706792,6,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1029,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,6,0,0
1701897706793,7,Add Appointment,200,OK,Add Medical Records 1-1,text,true,,192,362,1,3,http://127.0.0.1:5000/data/appointment,7,0,1
1701897706795,5,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,5,0,1
1701897706799,4,Get User Info,200,OK,Get Medical Records 2-1,text,true,,7165,355,1,3,http://127.0.0.1:5000/data/100200310,4,0,0
1701897706801,4,Get Access Grants,200,OK,User Access 3-1,text,true,,2092,170,1,3,http://127.0.0.1:5000/data/access/200100300,4,0,0
1701897706801,6,Add Surgery,200,OK,Add Medical Records 1-1,text,true,,192,430,1,3,http://127.0.0.1:5000/data/surgery,6,0,0
1701897706803,8,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1201,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,8,0,1
1701897706805,7,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,7,0,1
1701897706807,8,Add Injury,200,OK,Add Medical Records 1-1,text,true,,192,383,1,3,http://127.0.0.1:5000/data/injury,8,0,1
1701897706811,4,Get User Info,200,OK,Get Medical Records 2-1,text,true,,7590,355,1,3,http://127.0.0.1:5000/data/100200310,4,0,1
1701897706812,5,Get Access Grants,200,OK,User Access 3-1,text,true,,2199,170,1,3,http://127.0.0.1:5000/data/access/200100300,5,0,0
1701897706815,4,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1201,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,4,0,1
1701897706815,7,Add Incident,200,OK,Add Medical Records 1-1,text,true,,192,389,1,3,http://127.0.0.1:5000/data/incident,6,0,1
1701897706817,6,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,6,0,0
1701897706820,8,Get User Info,200,OK,Get Medical Records 2-1,text,true,,7788,355,1,3,http://127.0.0.1:5000/data/100200310,8,0,0
1701897706822,8,Add Drug,200,OK,Add Medical Records 1-1,text,true,,192,390,1,3,http://127.0.0.1:5000/data/drug,8,0,0
1701897706823,10,Get Access Grants,200,OK,User Access 3-1,text,true,,2306,170,1,3,http://127.0.0.1:5000/data/access/200100300,10,0,1
1701897706829,5,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1201,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,5,0,0
1701897706831,6,Add Allergy,200,OK,Add Medical Records 1-1,text,true,,192,363,1,3,http://127.0.0.1:5000/data/allergy,6,0,0
1701897706833,9,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,9,0,0
1701897706835,12,Get User Info,200,OK,Get Medical Records 2-1,text,true,,8159,355,1,3,http://127.0.0.1:5000/data/100200310,11,0,0
1701897706838,9,Add Appointment,200,OK,Add Medical Records 1-1,text,true,,192,362,1,3,http://127.0.0.1:5000/data/appointment,9,0,0
1701897706843,4,Get Access Grants,200,OK,User Access 3-1,text,true,,2413,170,1,3,http://127.0.0.1:5000/data/access/200100300,4,0,0
1701897706847,3,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1372,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,3,0,1
1701897706850,7,Get User Info,200,OK,Get Medical Records 2-1,text,true,,8563,355,1,3,http://127.0.0.1:5000/data/100200310,7,0,1
1701897706848,9,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,9,0,1
1701897706847,11,Add Surgery,200,OK,Add Medical Records 1-1,text,true,,192,430,1,3,http://127.0.0.1:5000/data/surgery,11,0,1
1701897706858,14,Get Access Grants,200,OK,User Access 3-1,text,true,,2520,170,1,3,http://127.0.0.1:5000/data/access/200100300,13,0,1
1701897706859,14,Add Injury,200,OK,Add Medical Records 1-1,text,true,,192,383,1,3,http://127.0.0.1:5000/data/injury,13,0,0
1701897706858,15,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1372,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,14,0,1
1701897706874,7,Get User Info,200,OK,Get Medical Records 2-1,text,true,,8755,355,1,3,http://127.0.0.1:5000/data/100200310,7,0,0
1701897706874,7,Add Incident,200,OK,Add Medical Records 1-1,text,true,,192,389,1,3,http://127.0.0.1:5000/data/incident,7,0,0
1701897706874,9,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,9,0,0
1701897706881,3,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1372,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,3,0,1
1701897706881,5,Add Drug,200,OK,Add Medical Records 1-1,text,true,,192,390,1,3,http://127.0.0.1:5000/data/drug,5,0,1
1701897706883,6,Get Access Grants,200,OK,User Access 3-1,text,true,,2627,170,1,3,http://127.0.0.1:5000/data/access/200100300,5,0,0
1701897706884,9,Get User Info,200,OK,Get Medical Records 2-1,text,true,,9146,355,1,3,http://127.0.0.1:5000/data/100200310,9,0,1
1701897706886,9,Add Allergy,200,OK,Add Medical Records 1-1,text,true,,192,363,1,3,http://127.0.0.1:5000/data/allergy,9,0,0
1701897706889,7,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,7,0,0
1701897706894,3,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1372,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,3,0,0
1701897706895,5,Add Appointment,200,OK,Add Medical Records 1-1,text,true,,192,362,1,3,http://127.0.0.1:5000/data/appointment,5,0,0
1701897706896,5,Get Access Grants,200,OK,User Access 3-1,text,true,,2734,170,1,3,http://127.0.0.1:5000/data/access/200100300,5,0,0
1701897706898,8,Get User Info,200,OK,Get Medical Records 2-1,text,true,,9495,355,1,3,http://127.0.0.1:5000/data/100200310,8,0,0
1701897706900,7,Add Surgery,200,OK,Add Medical Records 1-1,text,true,,192,430,1,3,http://127.0.0.1:5000/data/surgery,7,0,0
1701897706902,8,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,8,0,0
1701897706906,6,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1543,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,6,0,1
1701897706907,9,Add Injury,200,OK,Add Medical Records 1-1,text,true,,192,383,1,3,http://127.0.0.1:5000/data/injury,9,0,1
1701897706911,6,Get Access Grants,200,OK,User Access 3-1,text,true,,2841,170,1,3,http://127.0.0.1:5000/data/access/200100300,6,0,0
1701897706913,11,Get User Info,200,OK,Get Medical Records 2-1,text,true,,9920,355,1,3,http://127.0.0.1:5000/data/100200310,10,0,0
1701897706917,7,Add Incident,200,OK,Add Medical Records 1-1,text,true,,192,389,1,3,http://127.0.0.1:5000/data/incident,7,0,0
1701897706917,10,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,10,0,0
1701897706924,5,Add Drug,200,OK,Add Medical Records 1-1,text,true,,192,390,1,3,http://127.0.0.1:5000/data/drug,5,0,0
1701897706924,5,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1543,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,5,0,0
1701897706927,5,Get Access Grants,200,OK,User Access 3-1,text,true,,2948,170,1,3,http://127.0.0.1:5000/data/access/200100300,5,0,0
1701897706929,4,Add Allergy,200,OK,Add Medical Records 1-1,text,true,,192,363,1,3,http://127.0.0.1:5000/data/allergy,4,0,1
1701897706930,8,Get User Info,200,OK,Get Medical Records 2-1,text,true,,10490,355,1,3,http://127.0.0.1:5000/data/100200310,8,0,0
1701897706932,7,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,7,0,1
1701897706933,6,Add Appointment,200,OK,Add Medical Records 1-1,text,true,,192,362,1,3,http://127.0.0.1:5000/data/appointment,6,0,1
1701897706939,3,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1714,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,3,0,0
1701897706939,7,Get Access Grants,200,OK,User Access 3-1,text,true,,3055,170,1,3,http://127.0.0.1:5000/data/access/200100300,7,0,1
1701897706940,12,Add Surgery,200,OK,Add Medical Records 1-1,text,true,,192,430,1,3,http://127.0.0.1:5000/data/surgery,12,0,0
1701897706942,11,Get User Info,200,OK,Get Medical Records 2-1,text,true,,10894,355,1,3,http://127.0.0.1:5000/data/100200310,11,0,1
1701897706946,10,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,10,0,1
1701897706952,7,Add Injury,200,OK,Add Medical Records 1-1,text,true,,192,383,1,3,http://127.0.0.1:5000/data/injury,7,0,1
1701897706953,7,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1714,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,7,0,0
1701897706956,6,Get Access Grants,200,OK,User Access 3-1,text,true,,3162,170,1,3,http://127.0.0.1:5000/data/access/200100300,6,0,0
1701897706960,4,Add Incident,200,OK,Add Medical Records 1-1,text,true,,192,389,1,3,http://127.0.0.1:5000/data/incident,4,0,0
1701897706960,8,Get User Info,200,OK,Get Medical Records 2-1,text,true,,11284,355,1,3,http://127.0.0.1:5000/data/100200310,8,0,1
1701897706963,5,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,5,0,0
1701897706964,6,Add Drug,200,OK,Add Medical Records 1-1,text,true,,192,390,1,3,http://127.0.0.1:5000/data/drug,6,0,0
1701897706968,4,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1714,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,4,0,0
1701897706968,6,Get Access Grants,200,OK,User Access 3-1,text,true,,3269,170,1,3,http://127.0.0.1:5000/data/access/200100300,6,0,1
1701897706970,6,Add Allergy,200,OK,Add Medical Records 1-1,text,true,,192,363,1,3,http://127.0.0.1:5000/data/allergy,6,0,1
1701897706972,8,Get User Info,200,OK,Get Medical Records 2-1,text,true,,11655,355,1,3,http://127.0.0.1:5000/data/100200310,7,0,0
1701897706974,7,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,7,0,0
1701897706976,7,Add Appointment,200,OK,Add Medical Records 1-1,text,true,,192,362,1,3,http://127.0.0.1:5000/data/appointment,6,0,1
1701897706980,4,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1885,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,4,0,0
1701897706981,5,Get Access Grants,200,OK,User Access 3-1,text,true,,3376,170,1,3,http://127.0.0.1:5000/data/access/200100300,5,0,0
1701897706983,4,Add Surgery,200,OK,Add Medical Records 1-1,text,true,,192,430,1,3,http://127.0.0.1:5000/data/surgery,4,0,0
1701897706984,7,Get User Info,200,OK,Get Medical Records 2-1,text,true,,12059,355,1,3,http://127.0.0.1:5000/data/100200310,7,0,0
1701897706986,7,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,7,0,1
1701897706988,7,Add Injury,200,OK,Add Medical Records 1-1,text,true,,192,383,1,3,http://127.0.0.1:5000/data/injury,7,0,0
1701897706991,6,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1885,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,5,0,0
1701897706993,6,Get Access Grants,200,OK,User Access 3-1,text,true,,3483,170,1,3,http://127.0.0.1:5000/data/access/200100300,6,0,1
1701897706996,3,Add Incident,200,OK,Add Medical Records 1-1,text,true,,192,389,1,3,http://127.0.0.1:5000/data/incident,3,0,0
1701897706999,7,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,7,0,0
1701897706997,10,Get User Info,200,OK,Get Medical Records 2-1,text,true,,12449,355,1,3,http://127.0.0.1:5000/data/100200310,10,0,0
1701897707000,10,Add Drug,200,OK,Add Medical Records 1-1,text,true,,192,390,1,3,http://127.0.0.1:5000/data/drug,10,0,0
1701897707007,3,Get Access Grants,200,OK,User Access 3-1,text,true,,3590,170,1,3,http://127.0.0.1:5000/data/access/200100300,3,0,0
1701897707007,5,Get Appointments,200,OK,Get Medical Records 2-1,text,true,,1885,175,1,3,http://127.0.0.1:5000/data/appointment/200100300,5,0,1
1701897707010,4,Add Allergy,200,OK,Add Medical Records 1-1,text,true,,192,363,1,3,http://127.0.0.1:5000/data/allergy,4,0,1
1701897707010,4,Add User Access,200,OK,User Access 3-1,text,true,,192,276,1,3,http://127.0.0.1:5000/data/userAccess,4,0,1
1701897707012,6,Get User Info,200,OK,Get Medical Records 2-1,text,true,,12820,355,1,3,http://127.0.0.1:5000/data/100200310,6,0,0
1701897707015,7,Get Access Grants,200,OK,User Access 3-1,text,true,,3697,170,1,3,http://127.0.0.1:5000/data/access/200100300,7,0,0
